"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Micronesia, Fed. Sts.","FSM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15800000","13200000","13900000","17000000","14700000","16800000","16700000","19000000","21000000","23000000","25000000","27000000","22000000","24000000","22000000","22000000","27000000","29000000","25000000","","",
"Gabon","GAB","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94000000","91000000","103000000","110000000","143000000","99000000","46000000","77000000","84000000","74000000","13000000","","","","","","","","","","","","",
"United Kingdom","GBR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27577000000","29181000000","30483000000","31658000000","30807000000","29978000000","26137000000","27819000000","30736000000","37166000000","41736000000","45949000000","51345000000","47637000000","38608000000","41468000000","47115000000","51020000000","55945000000","62604000000","60807000000","55558000000","",
"Georgia","GEO","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75000000","229000000","131000000","107000000","136000000","144000000","172000000","209000000","287000000","361000000","440000000","505000000","537000000","737000000","1069000000","1565000000","1916000000","1972000000","2117000000","2370000000","",
"Ghana","GHA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30000000","32000000","35000000","304000000","325000000","357000000","374000000","383000000","441000000","495000000","867000000","910000000","990000000","970000000","849000000","706000000","797000000","1154000000","1010000000","1027000000","911000000","952000000","",
"Gibraltar","GIB","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","911000","9300000","4800000","4300000","5800000","7800000","8200000","","","","","","1100000","2400000","4900000","2040000","2120000","1680000","","17400000","27000000","17400000","",
"Gambia, The","GMB","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28000000","67000000","76000000","","","","","","58000000","51000000","59000000","69000000","87000000","80200000","64000000","80000000","86000000","104000000","78000000","110000000","121000000","120000000","",
"Guinea-Bissau","GNB","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3100000","","","","2700000","2300000","2400000","2200000","1600000","2800000","28400000","38200000","12000000","13600000","14500000","6800000","17400000","20800000","17300000","","",
"Equatorial Guinea","GNQ","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000000","4000000","5000000","400000","10000000","5000000","14000000","","","","","","","","","","","","","","","","",
"Greece","GRC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4182000000","3759000000","3794000000","6188000000","8839000000","9262000000","9216000000","10005000000","10842000000","12809000000","13453000000","14495000000","15687000000","17586000000","16027000000","13858000000","16256000000","14671000000","17436000000","19481000000","17260000000","16533000000","",
"Grenada","GRD","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76000000","79000000","78000000","83000000","88000000","93000000","83000000","91000000","104000000","86000000","71000000","94000000","129000000","127000000","112000000","112000000","117000000","122000000","120000000","466000000","493000000","510000000","",
"Greenland","GRL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","216000000","221000000","270000000","329000000","374000000","498000000","588000000","647000000","646000000","630000000","791000000","919000000","1055000000","1335000000","1359000000","1378000000","1350000000","1419000000","1479000000","1564000000","1580000000","1550000000","",
"Guam","GUM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33000000","112000000","115000000","111000000","109000000","80000000","65000000","53000000","28000000","27000000","35000000","37000000","50000000","59000000","35000000","80000000","95000000","64000000","77000000","79000000","65000000","","",
"High income","HIC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","401359892874.34","426873511641.977","421500890021.507","427511117008.103","447753039989.375","456412478477.341","439647626977.672","452846164522.566","498418331318.531","585828634053.676","608041463364.234","647334911209.603","740979945266.32","806880935345.377","721425605653.795","779208746093.538","1039356030523.44","909993364301.944","977001467476.166","1043478083441.19","980909848656.839","995133705780","",
"Hong Kong SAR, China","HKG","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9604000000","11994000000","9979000000","7337000000","7343000000","8198000000","7923000000","9849000000","9004000000","11874000000","13588000000","15541000000","18237000000","20236000000","20291000000","27208000000","33169000000","37098000000","42426000000","46079000000","42229000000","37976000000","",
"Honduras","HND","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85000000","119000000","152000000","175000000","214000000","263000000","260000000","305000000","372000000","420000000","465000000","515700000","546600000","619800000","616100000","626700000","641500000","683700000","618000000","642000000","652000000","692000000","",
"Heavily indebted poor countries (HIPC)","HPC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2160554460.16922","2423534817.66863","2392693138.19047","2806712334.71969","3052187617.98637","3021427954.33573","3545553211.7205","3783946153.82885","4455168214.57438","5135496075.74682","6595825705.83065","7429095590.99591","9143232570.11822","10053837770.4325","9566536566.36056","9833712351.53706","12241548581.9212","14000065895.3879","15161563384.7376","15236355624.4952","15423072659.9245","15373759791.1462","",
"Croatia","HRV","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1349000000","2014000000","2523100000","2733400000","2595000000","2871000000","3463000000","3952000000","6513000000","6945000000","7625000000","8296000000","9617000000","11615000000","9300000000","8299000000","9598000000","8912000000","9715000000","10079000000","9018000000","9820000000","",
"Haiti","HTI","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90000000","96000000","107000000","131000000","135000000","128000000","105000000","108000000","96000000","93000000","80000000","126000000","190000000","360000000","416000000","383000000","456000000","447000000","546000000","578000000","609000000","511000000","",
"Hungary","HUN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2938000000","3589000000","3824000000","3688000000","3622000000","3809000000","4191000000","3774000000","4119000000","4009000000","4761000000","4998000000","5628000000","7533000000","7013000000","6595000000","7239000000","6149000000","6671000000","7483000000","6929000000","7481000000","",
"IBRD only","IBD","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86693577683.6324","101745568168.555","108441837941.014","103762033893.935","104668760478.71","115058123728.22","121728706073.42","134481615554.349","145705855895.206","181362832840.906","202489510441.073","228498040086.558","274101896471.276","305254420041.913","277300836773.846","305037786381.174","337290441689.438","361061786942.773","385133571857.573","389514036436.238","377789044211.04","378164157879.684","",
"IDA & IBRD total","IBT","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93351754403.4183","108929780446.912","115934490726.824","111836766997.34","113011407664.827","122938207553.196","130056871957.197","143147357974.363","155061940986.391","193563197814.44","217132767132.976","245615727073.961","295672793703.26","329606883682.028","300894378918.529","333125875199.116","364503090478.829","391129842598.454","417881139097.762","424718652840.069","412221168737.331","413718159369.945","",
"IDA total","IDA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6714481755.47822","7219740090.95551","7524049563.27273","8144563216.32375","8422251055.42176","7903188013.56858","8352198762.99996","8666717603.88299","9355479009.33782","12229328304.5487","14725155695.8452","17239087477.2237","21765885611.9124","24586083606.1134","23876303800.4974","28501859950.6611","27471041829.8339","30471865292.5586","33269625546.1194","36019749225.8607","35266912255.7282","","",
"IDA blend","IDB","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2232060489.63604","2436644578.89141","2930985847.66399","2969168042.45701","2866176595.97584","2255160999.82758","2245314012.74938","2392014024.32256","2616384658.46152","3160279975.34206","3490053563.00175","4254230000","5062900000","5529700000","4882100000","5344400000","5975385848.29804","6009457242.40916","6087524731.01811","7060656951.41096","6572566007.24068","7439921275.02913","",
"Indonesia","IDN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5229000000","6184000000","6648000000","4255000000","4352000000","4975000000","5277000000","5797000000","4461000000","5226000000","5094000000","4890000000","5831000000","8150000000","6053000000","7618000000","9038000000","9463000000","10302000000","11567000000","12054000000","12599000000","",
"IDA only","IDX","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4592367652.54695","4896754837.86188","4664990445.3318","5279157466.40191","5689163270.6358","5830504700.90723","6317324199.97062","6485032738.38275","6961571964.57554","9391720849.31084","11659780575.1381","13462864581.0111","17343291095.1679","19802198144.1005","19775186217.0686","24146796119.5793","22374182034.9714","25570030165.4301","28493100158.5329","30275936512.3644","30061651498.7077","","",
"Isle of Man","IMN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2582000000","2831000000","2890000000","2949000000","3010000000","3598000000","3342000000","3300000000","4560000000","6307000000","7659000000","8915000000","11234000000","12462000000","11136000000","14490000000","17708000000","18340000000","19042000000","20756000000","21472000000","23111000000","",
"Not classified","INX","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2697793000","3022330000","3181000000","3297000000","3403000000","3517000000","3789000000","4228000000","5206000000","6075000000","6780000000","7664000000","9263000000","9967000000","8458000000","8187000000","9526000000","9064000000","9538000000","11093000000","10802000000","11427000000","",
"Iran, Islamic Rep.","IRN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205000000","142000000","190000000","656000000","559000000","677000000","1122000000","1607000000","1266000000","1305000000","1025000000","1464000000","1950000000","1978000000","2259000000","2631000000","2489000000","2483000000","3306000000","4197000000","4086000000","","",
"Iraq","IRQ","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18000000","15000000","14000000","15000000","1000000","2000000","15000000","45000000","","","186000000","170000000","555000000","867000000","1432000000","1736000000","1557000000","1640000000","2188000000","2504000000","4076000000","2479000000","",
"Iceland","ISL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","309000000","312000000","314000000","372000000","380000000","386000000","383000000","415000000","486000000","558000000","635000000","702000000","848000000","881000000","550000000","562000000","751000000","865000000","1078000000","1375000000","1618000000","2411000000","",
"Israel","ISR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3491000000","3506000000","3740000000","3598000000","4800000000","4611000000","2854000000","2426000000","2473000000","2908000000","2750000000","3670000000","4234000000","5271000000","4828000000","5511000000","5752000000","6068000000","6498000000","6495000000","6500000000","6426000000","",
"Italy","ITA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30426000000","31886000000","31416000000","31335000000","29571000000","28706000000","26916000000","28192000000","32591000000","37870000000","38374000000","41644000000","46144000000","46191000000","40375000000","38438000000","43241000000","40960000000","43829000000","45547000000","39420000000","40373000000","",
"Jamaica","JAM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1199000000","1218000000","1290000000","1380000000","1486000000","1577000000","1494000000","1482000000","1621000000","1733000000","1783000000","2094000000","2142000000","2222000000","2070000000","2095000000","2060000000","2069000000","2074000000","2255000000","2401000000","2539000000","",
"Jordan","JOR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","973000000","1026000000","1063000000","1083000000","1016000000","935000000","884000000","1254000000","1266000000","1621000000","1759000000","2426000000","2754000000","3539000000","3472000000","4390000000","4351000000","5123000000","5145000000","5518000000","4968000000","4943000000","",
"Japan","JPN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4894000000","5775000000","6175000000","5664000000","5715000000","5970000000","5750000000","6069000000","11475000000","14343000000","15554000000","11490000000","12422000000","13781000000","12537000000","15356000000","12533000000","16197000000","16865000000","20790000000","27285000000","33427000000","",
"Kazakhstan","KAZ","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","155000000","258000000","350000000","454000000","394000000","403000000","502000000","680000000","638000000","803000000","801000000","973000000","1214000000","1255000000","1185000000","1236000000","1524000000","1572000000","1779000000","1701000000","1734000000","1716000000","",
"Kenya","KEN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","785000000","823000000","1077000000","1213000000","1211000000","500000000","536000000","513000000","619000000","799000000","969000000","1181000000","1514000000","1398000000","1124000000","1620000000","1844000000","2004000000","1829000000","1745000000","1596000000","1620000000","",
"Kyrgyz Republic","KGZ","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5000000","4000000","7000000","12000000","18000000","20000000","32000000","48000000","62000000","92000000","94000000","189000000","392000000","569000000","300000000","212000000","405000000","486000000","585000000","468000000","482000000","477000000","",
"Cambodia","KHM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71000000","117000000","99000000","129000000","240000000","345000000","429000000","509000000","441000000","673000000","929000000","1109000000","1169000000","1280000000","1463000000","1671000000","2258000000","2663000000","2895000000","3220000000","3418000000","3523000000","",
"Kiribati","KIR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000000","2100000","2600000","3100000","2800000","2700000","3200000","","","","3100000","2300000","3300000","3300000","3900000","4300000","4900000","4900000","3400000","3200000","1800000","3400000","",
"St. Kitts and Nevis","KNA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63000000","68000000","72000000","71000000","69000000","58000000","62000000","57000000","75000000","103000000","121000000","132000000","125000000","110000000","83000000","90000000","94000000","95000000","101000000","310000000","308000000","331000000","",
"Korea, Rep.","KOR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6670000000","6350000000","6317000000","8263000000","8337000000","8527000000","7919000000","7621000000","7005000000","8226000000","8290000000","8445000000","9266000000","13456000000","13289000000","14367000000","17418000000","18851000000","19644000000","22704000000","19055000000","21053000000","",
"Kuwait","KWT","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","307000000","389000000","396000000","456000000","342000000","394000000","286000000","320000000","328000000","398000000","413000000","508000000","530000000","610000000","660000000","574000000","644000000","780000000","619000000","615000000","931000000","831000000","",
"Latin America & Caribbean (excluding high income)","LAC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19617000000","21882000000","23515000000","25085000000","26042000000","28262000000","27690000000","26958000000","30000000000","34034000000","39125000000","42925700000","47521600000","51732800000","47237100000","49738700000","53760500000","57577700000","61702000000","67925000000","70495000000","75263396705.9492","",
"Lao PDR","LAO","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52000000","63000000","61000000","97000000","86000000","114000000","108000000","110000000","77000000","122000000","143000000","160000000","190000000","280000000","271000000","385000000","413000000","461000000","613000000","642400000","725000000","713000000","",
"Lebanon","LBN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710000000","715000000","1000000000","1221000000","673000000","742000000","837000000","4284000000","6782000000","5931000000","5969000000","5457000000","5796000000","6317000000","7157000000","8026000000","6797000000","7361000000","7032000000","6835000000","7087000000","7153000000","",
"Liberia","LBR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59000000","67000000","124000000","131000000","158000000","123000000","12000000","232000000","","","55000000","46000000","","",
"Libya","LBY","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4000000","4000000","3000000","23000000","39000000","84000000","90000000","202000000","243000000","261000000","301000000","244000000","99000000","99000000","159000000","170000000","","","","","","","",
"St. Lucia","LCA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","230000000","237000000","253000000","283000000","263000000","281000000","233000000","210000000","282000000","326000000","382000000","294000000","302000000","311000000","296000000","309000000","321000000","337000000","354000000","778000000","810000000","770000000","",
"Latin America & Caribbean","LCN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28240961065.3113","30971523013.4727","33413141860.9377","35351344378.3235","36379028602.4497","39563360299.8147","39199947327.8048","37955804011.0608","41513948014.9552","47114065046.3652","53086495956.4201","57575874915.5814","63282353046.9644","67905809027.7286","62444972006.8195","65719453058.293","70873213676.7401","75756218757.5325","80020968676.7697","87484783374.132","90919333642.0915","96473569214.063","",
"Least developed countries: UN classification","LDC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2543269796.40907","2754857741.29118","2583307404.45538","2837227868.01949","3108929174.97651","3187342094.62962","3572334509.06608","3880066683.77465","4206244143.75677","5216645971.46602","6431873807.51743","7396042531.30315","9722866170.99681","11579496670.5528","11664791132.985","13136227634.9284","15513723801.6168","17726439016.0567","20690820362.5312","22315968100.4043","21905722785.1907","21169815927.1421","",
"Low income","LIC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2783757145.02805","2967739621.0668","2752616905.26334","2836994222.07545","3105894303.82433","2882239649.44907","3356208611.87857","3445089984.99593","4010457512.33351","4985861990.48665","5269007189.74764","6372923089.95673","8215888991.41368","9784681260.38011","9027343143.41332","9749568394.5084","12045957804.5464","12873415286.0178","14481172312.8103","13901823622.5952","14376413107.3064","13821427029.263","",
"Liechtenstein","LIE","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","367000000","282000000","351000000","369000000","414000000","388000000","347000000","594000000","709000000","808000000","729000000","733000000","750000000","803000000","754000000","1044000000","1421000000","1756000000","2506000000","3278000000","3978000000","4591000000","",
"Lower middle income","LMC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22356392052.4953","25620027113.8085","27858587422.4742","24769407540.9148","28244108973.7507","29088241457.813","29257005061.357","31104287322.6027","33128020825.7279","43728328256.6251","50820185436.2529","58953641187.0851","73526996642.9846","82087224028.7614","73476731480.5946","88367560096.8744","89436033952.7598","98625811893.7223","99632939333.3136","105332614348.438","101423611583.428","102366152763.591","",
"Low & middle income","LMY","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85003606243.9428","98744652310.3615","105354689570.536","102492048002.216","105923087801.474","116072770898.13","124028842458.888","137416586091.696","149751387499.107","185943307251.642","209099574679.9","236139235389.076","281926055574.758","314417594637.457","288430525113.659","320632662211.773","349541246151.481","375387260198.274","401811160837.633","407439982840.415","396507941829.35","397013244004.184","",
"Lesotho","LSO","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29000000","33700000","33720000","24700000","23100000","18000000","16000000","14000000","21000000","26000000","27000000","29000000","31000000","30000000","30000000","23000000","24000000","22000000","17000000","16000000","34000000","48000000","",
"Late-demographic dividend","LTE","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61972451898.7441","72223816006.1955","74274591487.8816","72402079182.3889","72928334026.5601","78822995762.6898","84099744398.3202","93580517918.491","96978455799.0348","121148845125.111","133101173892.31","155637042791.833","188537323207.741","208417449227.651","187784645382.706","205311123424.768","231867540879.225","251499394606.696","272951135041.97","273912813196.3","270273678658.173","284497808373.986","",
"Lithuania","LTU","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102000000","345000000","399000000","504000000","591000000","430000000","425000000","556000000","700000000","834000000","920000000","1038000000","1154000000","1248000000","972000000","958000000","1321000000","1317000000","1374000000","1383000000","1310000000","1405000000","",
"Luxembourg","LUX","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1695000000","1640000000","1639000000","1634000000","1697000000","1686000000","1780000000","2497000000","3051000000","3824000000","3770000000","3819000000","4351000000","4918000000","4546000000","4519000000","5358000000","5395000000","5638000000","6042000000","4753000000","4583000000","",
"Latvia","LVA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37000000","231000000","235000000","222000000","153000000","172000000","153000000","201000000","271000000","343000000","446000000","622000000","880000000","801000000","724000000","640000000","771000000","745000000","1190000000","1298000000","1279000000","1282000000","",
"Macao SAR, China","MAC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3233000000","3085000000","2876000000","2648000000","2598000000","3205000000","3745000000","4428000000","5225000000","7431000000","7181000000","8482000000","11198000000","13749000000","15182000000","22688000000","31118000000","36521000000","43665000000","43303000000","31488000000","30568000000","",
"St. Martin (French part)","MAF","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1469000000","1857000000","1649000000","1934000000","2177000000","2280000000","2966000000","3157000000","3802000000","4540000000","5426000000","6900000000","8307000000","8885000000","7980000000","8176000000","9101000000","8491000000","8201000000","9070000000","7765000000","7921000000","",
"Monaco","MCO","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71000000","50000000","74000000","64000000","49000000","57000000","58000000","72000000","79000000","112000000","138000000","150000000","229000000","293000000","240000000","222000000","253000000","279000000","324000000","328000000","291000000","331000000","",
"Madagascar","MDG","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106000000","102000000","110000000","136000000","137000000","152000000","149000000","109000000","119000000","239000000","275000000","382000000","473000000","440000000","328000000","425000000","507000000","596000000","608000000","739000000","696000000","913000000","",
"Maldives","MDV","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","211000000","266000000","286000000","303000000","314000000","321000000","327000000","337000000","402000000","471000000","826000000","1235000000","1515000000","1559000000","1473000000","1713000000","1966000000","2032000000","2422000000","2811000000","2691000000","2864000000","",
"Middle East & North Africa","MEA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18820319016.2698","20204885971.3348","21084198946.5927","21551631996.4824","24452434955.6677","24957870919.7551","23900188392.3273","28824544925.9078","33853842035.878","42064898101.5575","44696604704.8495","51519246376.0401","63073104920.1966","71277956652.8562","71406070135.504","82852450925.7613","73905842989.0456","80912690824.2457","81421332726.0986","91132992516.8599","93890554184.0214","92000532994.9326","",
"Mexico","MEX","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6847000000","7531000000","8184000000","8307000000","8135000000","9133000000","9190000000","9547000000","10058000000","11609000000","12801000000","13329000000","14055000000","14726000000","12542000000","12628000000","12458000000","13320000000","14311000000","16606000000","18729000000","20619000000","",
"Marshall Islands","MHL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2500000","3000000","3000000","3000000","2900000","3000000","3100000","3400000","4000000","5000000","3690000","3580000","3300000","2700000","3100000","3700000","4780000","4090000","4300000","5400000","","","",
